id,tweet,label,disaster,tokenized,lemmatized,stemmed
'262471682701291520',satstudytime    goodness i really wish my cousin had got that previously   ya better get this  donttextmeif ckf,0,hurricane,satstudytime goodness i really wish my cousin had got that previously ya better get this donttextmeif ckf,satstudytime goodness i really wish my cousin had got that previously ya better get this donttextmeif ckf,satstudytim good i realli wish my cousin had got that previous ya better get thi donttextmeif ckf
'263056648095010816',he pay almony for you for got she also has brother lawyer,0,hurricane,he pay almony for you for got she also has brother lawyer,he pay almony for you for got she also ha brother lawyer,he pay almoni for you for got she also ha brother lawyer
'263086710815092736',looks like rumors of week long downtime are not confirmed,0,hurricane,looks like rumors of week long downtime are not confirmed,look like rumor of week long downtime are not confirmed,look like rumor of week long downtim are not confirm
'263108619845910529',i should be a fucking weather man,0,hurricane,i should be a fucking weather man,i should be a fucking weather man,i should be a fuck weather man
'262984928873050113',why is hurricane sandy so sketch   scared  hiding,2,hurricane,why is hurricane sandy so sketch scared hiding,why is hurricane sandy so sketch scared hiding,whi is hurrican sandi so sketch scare hide
'262458892469022720',prodr1977 love iz strong it over comes even sandy  tha storm,2,hurricane,prodr1977 love iz strong it over comes even sandy tha storm,prodr1977 love iz strong it over come even sandy tha storm,prodr1977 love iz strong it over come even sandi tha storm
'262399344014147585',left my hut in fiji 28 hours ago  just laded in jfk  probably another 1 2 hours before i am finally home,2,hurricane,left my hut in fiji 28 hours ago just laded in jfk probably another 1 2 hours before i am finally home,left my hut in fiji 28 hour ago just laded in jfk probably another 1 2 hour before i am finally home,left my hut in fiji 28 hour ago just lade in jfk probabl anoth 1 2 hour befor i am final home
'263075315893551105',my mother wanna play in the dark i dont play that spooky shit,0,hurricane,my mother wanna play in the dark i dont play that spooky shit,my mother wanna play in the dark i dont play that spooky shit,my mother wanna play in the dark i dont play that spooki shit
'263307008252444672',got my power back   thanks to pseg,1,hurricane,got my power back thanks to pseg,got my power back thanks to pseg,got my power back thank to pseg
'263078543012020224',this isbollocks haha well let me know if you want suggestions,0,hurricane,this isbollocks haha well let me know if you want suggestions,this isbollocks haha well let me know if you want suggestion,thi isbollock haha well let me know if you want suggest
'263089815669583873',the after math of the east coast ea hquake last summer,0,hurricane,the after math of the east coast ea hquake last summer,the after math of the east coast ea hquake last summer,the after math of the east coast ea hquak last summer
'262705301730496512',wind 21 0 mph ne  barometer 1003 76 mb  falling  temperature 58 3 f  rain today 0 00 in  humidity 85,0,hurricane,wind 21 0 mph ne barometer 1003 76 mb falling temperature 58 3 f rain today 0 00 in humidity 85,wind 21 0 mph ne barometer 1003 76 mb falling temperature 58 3 f rain today 0 00 in humidity 85,wind 21 0 mph ne baromet 1003 76 mb fall temperatur 58 3 f rain today 0 00 in humid 85
'263324676967772160',if your in seora shternezer 2 s  text me,0,hurricane,if your in seora shternezer 2 s text me,if your in seora shternezer 2 s text me,if your in seora shternez 2 s text me
'263153967217901568',come over and let s play with the ouija board  we ll find out why you like those ghost shows with the quickness  matt ahahhahahah,0,hurricane,come over and let s play with the ouija board we ll find out why you like those ghost shows with the quickness matt ahahhahahah,come over and let s play with the ouija board we ll find out why you like those ghost show with the quickness matt ahahhahahah,come over and let s play with the ouija board we ll find out whi you like those ghost show with the quick matt ahahhahahah
'262962143366897664',so our beach house in lbi is under water  fuck  hurricanesandy,2,hurricane,so our beach house in lbi is under water fuck hurricanesandy,so our beach house in lbi is under water fuck hurricanesandy,so our beach hous in lbi is under water fuck hurricanesandi
'262433759561936896',angelaa xo0892 i still remember thinking he killed em and still carrying his bike around lmfaoo,0,hurricane,angelaa xo0892 i still remember thinking he killed em and still carrying his bike around lmfaoo,angelaa xo0892 i still remember thinking he killed em and still carrying his bike around lmfaoo,angelaa xo0892 i still rememb think he kill em and still carri hi bike around lmfaoo
'262628766357008384',my tl about the hurricane  lt  lt  lt  lt  lt  lt  lt,1,hurricane,my tl about the hurricane lt lt lt lt lt lt lt,my tl about the hurricane lt lt lt lt lt lt lt,my tl about the hurrican lt lt lt lt lt lt lt
'263039884502106112',i ve been sitting in my house since 1 with no power,0,hurricane,i ve been sitting in my house since 1 with no power,i ve been sitting in my house since 1 with no power,i ve been sit in my hous sinc 1 with no power
'263035875557003264',xaviermsmith kayak is on the side of the house ready to go,0,hurricane,xaviermsmith kayak is on the side of the house ready to go,xaviermsmith kayak is on the side of the house ready to go,xaviermsmith kayak is on the side of the hous readi to go
'262721593883652096',oh you tall and you got big feet  yu must have a huge dick   yea  and  lol  annoyingtallpplquestions,0,hurricane,oh you tall and you got big feet yu must have a huge dick yea and lol annoyingtallpplquestions,oh you tall and you got big foot yu must have a huge dick yea and lol annoyingtallpplquestions,oh you tall and you got big feet yu must have a huge dick yea and lol annoyingtallpplquest
'263308381643763712',so why don t you all shut the fuck up about having your power and saying it s not that bad,2,hurricane,so why don t you all shut the fuck up about having your power and saying it s not that bad,so why don t you all shut the fuck up about having your power and saying it s not that bad,so whi don t you all shut the fuck up about have your power and say it s not that bad
'263078125435514882',power surge during family guy marathon  sandy i will sandy i will cunt punt you,2,hurricane,power surge during family guy marathon sandy i will sandy i will cunt punt you,power surge during family guy marathon sandy i will sandy i will cunt punt you,power surg dure famili guy marathon sandi i will sandi i will cunt punt you
'263022501364375552',emmanuel isdead  evacuation by 8 00    well  packing time  who has to evacuate,2,hurricane,emmanuel isdead evacuation by 8 00 well packing time who has to evacuate,emmanuel isdead evacuation by 8 00 well packing time who ha to evacuate,emmanuel isdead evacu by 8 00 well pack time who ha to evacu
'263042180564783104',sandy is like a stripper she fucks us over and makes us spend a lot of money,1,hurricane,sandy is like a stripper she fucks us over and makes us spend a lot of money,sandy is like a stripper she fuck u over and make u spend a lot of money,sandi is like a stripper she fuck us over and make us spend a lot of money
'263114665788309504',lyndsaykutiak lmfao the picture of your mom,0,hurricane,lyndsaykutiak lmfao the picture of your mom,lyndsaykutiak lmfao the picture of your mom,lyndsaykutiak lmfao the pictur of your mom
'262731893114540032',by your side is where ill be,0,hurricane,by your side is where ill be,by your side is where ill be,by your side is where ill be
'263095249566564352',nagler  so you know that building on 14th and 8th that lost its front wall  someone somehow got video of the fall,0,hurricane,nagler so you know that building on 14th and 8th that lost its front wall someone somehow got video of the fall,nagler so you know that building on 14th and 8th that lost it front wall someone somehow got video of the fall,nagler so you know that build on 14th and 8th that lost it front wall someon somehow got video of the fall
